subject,epoch,SaO2_min,SaO2_max,SaO2_avg,SaO2_SD,SaO2_kurtosis,PR_min,PR_max,PR_avg,PR_SD,PR_kurtosis,position_min,position_max,position_avg,position_SD,position_kurtosis,light_min,light_max,light_avg,light_SD,light_kurtosis,ox_stat_min,ox_stat_max,ox_stat_avg,ox_stat_SD,ox_stat_kurtosis,airflow_min,airflow_max,airflow_avg,airflow_SD,airflow_kurtosis,ThorRes_min,ThorRes_max,ThorRes_avg,ThorRes_SD,ThorRes_kurtosis,AbdoRes_min,AbdoRes_max,AbdoRes_avg,AbdoRes_SD,AbdoRes_kurtosis,EOG(L)_min,EOG(L)_max,EOG(L)_avg,EOG(L)_SD,EOG(L)_kurtosis,EOG(R)_min,EOG(R)_max,EOG(R)_avg,EOG(R)_SD,EOG(R)_kurtosis,EEG(sec)_min,EEG(sec)_max,EEG(sec)_avg,EEG(sec)_SD,EEG(sec)_kurtosis,EEG_min,EEG_max,EEG_avg,EEG_SD,EEG_kurtosis,ECG_min,ECG_max,ECG_avg,ECG_SD,ECG_kurtosis,EMG_min,EMG_max,EMG_avg,EMG_SD,EMG_kurtosis,stage
shhs2-200077,453,0.9593056526991796,0.9790823631949199,0.9647721522692774,0.030661552225512638,0.017029405791661345,0.5638645683253906,0.3753684950129069,0.5876950567920454,0.04734042432837343,0.07141979762727678,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.13333333333333333,0.6798692684790381,0.2016747090547824,0.0,1.0,0.6993883792048929,0.7545243219846937,0.00904597331105296,0.0,1.0,0.6354096140825998,0.4875259650165203,0.06284937899130028,0.0,1.0,0.3634468380820014,0.425969305898078,0.07664018139876133,0.23636363636363625,0.962962962962963,0.7223859041016752,0.1532765006638361,0.2199587147055319,0.0,1.0,0.5040888646585797,0.32783929224240826,0.18223772202801225,0.18018018018018025,0.5688073394495413,0.7391043978342423,0.10266762737730824,0.1573836991092648,0.0,1.0,0.6505905158487991,0.21981532891638272,0.19434675715857005,0.0,0.0,0.9665402882625278,0.0491615238369589,0.7106361462317449,0.0,1.0,0.2632717063409097,0.3040615452714964,0.19476508158718828,2
shhs2-200077,1237,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,6.308848558071264e-19,0.037020986713779694,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9075630252100841,0.08943089430894309,0.4553516819571865,0.015029072069708757,0.7442499784357328,0.9758064516129034,0.024,0.5815165876777251,0.003077990630402884,0.16689650369571782,0.9833333333333334,0.016666666666666663,0.4737416856944307,0.0026251163055513,0.18334709046064512,0.0,1.0,0.7480647024841133,0.9963392156054672,0.00027675474728652843,0.0,1.0,0.3423742674117488,0.9968719168385416,0.0005981872944439415,0.0,1.0,0.5132984251734685,0.996676016785044,0.0006179100350829497,0.0,1.0,0.5952004882076318,0.9931153847423284,0.00023740950751342801,0.0,0.0,0.36515623888886795,0.9952569101050688,0.00042023595983531337,0.0,1.0,0.9199486275798212,0.9614519239950648,0.008068923409635206,0
shhs2-200078,95,0.9688109161793376,0.9595635825679592,0.9697797968956062,0.0076432494064991394,0.1183673469387401,0.2635823429541596,0.2707693717637355,0.2635501628147535,0.006682343897667063,0.0993463653644764,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5348837209302326,0.6764705882352942,0.8245624622812311,0.338382539749667,0.08265777530021454,0.6293103448275863,0.4690265486725663,0.3626799199638547,0.2457716181903284,0.04623673764811093,0.5315315315315315,0.7129629629629628,0.5684448002328797,0.3180605303224632,0.14853495871494582,0.7711864406779659,0.29059829059829057,0.6096336293903916,0.0356242238180625,0.0932484411144932,0.773109243697479,0.22222222222222215,0.4150462225055785,0.0367694915382871,0.0910447968904696,0.6126126126126127,0.3303571428571429,0.5628292939936774,0.050572245758563936,0.1323112578488864,0.6574074074074074,0.5090909090909091,0.4570937537039231,0.052816800984479065,0.1444598802157136,0.6493506493506493,0.08256880733944952,0.9964031907179116,0.029415195696392893,0.5923789947934954,0.0,1.0,0.1289338282636568,0.9957632510542528,0.00014614456269258783,2
shhs2-200078,390,0.9688109161793376,0.9901374591629168,0.9836251762914516,0.026873299704313174,0.03645402462661513,0.25754574608564423,0.2707693717637355,0.260349491653607,0.011573379713506641,0.09129600850114857,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7364341085271319,0.411764705882353,0.8336149668074833,0.20655051784326434,0.10103160329629232,0.5775862068965518,0.4601769911504424,0.43426063383463503,0.21818259987323144,0.05334810037937167,0.6666666666666667,0.7407407407407406,0.6402736336511171,0.2659728307433021,0.1679658979569012,0.0,1.0,0.659441865159467,0.3018024238110752,0.13921459676301606,0.0,1.0,0.14168139797722198,0.30849718545021537,0.13221359684001105,0.0,1.0,0.5545122685533643,0.15748267029897786,0.5117900442059661,0.0,1.0,0.4500340760933981,0.3336778994902837,0.21528100139124454,0.7532467532467533,0.07339449541284407,0.9771718636693256,0.015528274413422971,0.6719150381376793,0.0,1.0,0.21676716439636973,0.21323819497840454,0.14426344693844473,0
shhs2-200077,518,0.9694792395243848,0.9900392205690096,0.9773845915802768,0.03124384875872383,0.023335756934205542,0.508893937714729,0.3157372191418839,0.5250787304058595,0.03047405238596069,0.05872181169868601,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9075630252100841,0.1219512195121951,0.4951070336391437,0.07503874954122967,0.03626143104239443,0.2016129032258064,1.0,0.6070412999322952,0.5226786769005358,0.033216699875456286,0.4666666666666667,1.0,0.5320162811476224,0.34171149185802946,0.09876997016556877,0.17272727272727262,0.5648148148148148,0.6425476603119583,0.18165620892016932,0.12679320432272626,0.05504587155963292,0.5981308411214954,0.4537276816137386,0.1834982456531545,0.19362653652791545,0.5585585585585586,0.6238532110091742,0.7392479238223445,0.052145512891703764,0.27127891757524114,0.4299065420560747,0.6238532110091742,0.6755872252336337,0.04914205293744347,0.29509550228900155,0.0,0.0,0.9664242646535948,0.026203581753871857,0.7748760642386463,0.0,1.0,0.3160299871568949,0.997151403144754,0.0002597468374491846,2
shhs2-200077,157,0.9694792395243848,0.9591608043329392,0.956743013185352,0.0037633773696948533,0.9999999999999404,0.5727307990690458,0.32551283813713355,0.5545185945295635,0.0065033110037282646,0.08889014935998805,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3445378151260504,0.7073170731707318,0.5694189602446482,0.5680366690080331,0.004011664798411543,0.5645161290322581,0.4,0.5825321597833445,0.3251815483448469,0.0028968948717063158,0.0,0.9333333333333332,0.5420430854760251,0.4319147278487758,0.04717796876631225,0.7545454545454544,0.9074074074074072,0.6466204506065857,0.09169222142039854,0.33447072641641223,0.5504587155963302,0.5420560747663551,0.4581572849938666,0.107494413978951,0.1509700729950052,0.3873873873873874,0.4495412844036697,0.7365011333603888,0.07703165190144844,0.1057016888079851,0.5046728971962616,0.33944954128440363,0.6711658350384703,0.06765093676589043,0.08331776270059069,0.0,0.0,0.9661285915856686,0.04090388135369125,0.7467815378454907,0.0,1.0,0.2358173292315044,0.20939271768259934,0.12941576287050527,1
shhs2-200077,1533,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,6.308848558071264e-19,0.037020986713779694,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9075630252100841,0.08943089430894309,0.4541284403669724,0.01523950951192079,0.7540726294623159,0.967741935483871,0.016,0.5809749492213947,0.003755571313917289,0.16901779731608418,0.9666666666666668,0.016666666666666663,0.4728482080810087,0.0058009077384580604,0.1823084545959442,0.0,1.0,0.7993067590987869,0.9947129817471769,0.0005425805526923094,0.0,1.0,0.32405956112852663,0.9981626734177294,0.00065090275914996,0.0,1.0,0.5589396893899651,0.9981407763680632,0.0003842408739297906,0.0,1.0,0.5011726555862679,0.9772393359836896,0.0008359603409812401,0.0,0.0,0.3876423628395093,0.9955758364595574,0.0002806612530352886,0.0,1.0,0.9259460589588124,0.9625425943857762,0.00816712018466089,0
shhs2-200077,46,0.9694792395243848,0.9790823631949199,0.9691212692730704,0.024168202988545315,0.02203061121765084,0.6365676604233625,0.4056729138981808,0.6394978946251014,0.0424539233231568,0.08625533589160495,0.6666666666666666,1.0,0.6777777777777777,0.15392469086379976,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.6,0.28932622659559915,0.0,1.0,0.6951070336391436,0.6662206783225026,0.02544990179210572,0.0,1.0,0.5657413676371021,0.5929649456606311,0.0645249297300409,0.0,1.0,0.34210265065025314,0.7716238701647117,0.021098468578328075,0.5727272727272726,0.6851851851851851,0.6397458116695551,0.10630263126915104,0.196437947182077,0.0,1.0,0.4426536731634183,0.17177174667174067,0.4084784860925916,0.6936936936936937,0.4311926605504587,0.7367634394765755,0.04727494945575271,0.11738068064625423,0.5140186915887851,0.8623853211009174,0.6734214021610366,0.07080210028106003,0.14405774885533545,0.0,0.0,0.9650806364082084,0.054915111872100825,0.6676347110817812,0.0,1.0,0.2438636838804097,0.24816534754811745,0.12722996884111215,0
shhs2-200077,1396,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,6.308848558071264e-19,0.037020986713779694,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9075630252100841,0.08943089430894309,0.455045871559633,0.016211570680236882,0.7227921137400302,0.9758064516129034,0.024,0.5803656059580229,0.0036996287706684717,0.17036423743166096,0.9833333333333334,0.016666666666666663,0.4710612528541646,0.0028295003622559184,0.1810091889027821,0.0,1.0,0.7277296360485269,0.997019041786706,0.0002076545252980844,0.0,1.0,0.3379446640316206,0.9973988884073476,0.0006009979382372023,0.0,1.0,0.5903520840963307,0.9993064859136864,0.0002315767878947536,0.0,1.0,0.6130356224049013,0.9918640014850492,0.0002613552639484581,0.0,0.0,0.37556093672222063,0.99363355062143,0.00047257665009298183,0.0,1.0,0.9186404229264356,0.9628488492402508,0.008001912628285486,0
shhs2-200077,685,0.97965282634959,0.9691215837639297,0.9741394812005236,0.008867306253298247,0.058816073013035985,0.5461321068380804,0.3157372191418839,0.538100208768267,0.009366650132058993,0.0888271759917999,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7226890756302521,0.3902439024390244,0.3737003058103976,0.2959053729806228,0.007434156875496541,0.4838709677419355,0.52,0.5534190927555855,0.4543225716828981,0.001414954712199476,0.7250000000000001,0.4833333333333333,0.4502134418743175,0.2860571520147752,0.025857078501328932,0.6909090909090909,0.14814814814814814,0.6369150779896013,0.06997486020286456,0.09347424667672624,0.6513761467889907,0.17757009345794392,0.4439655172413793,0.07462885642518842,0.10737700221402932,0.5675675675675677,0.2568807339449541,0.7374959169330971,0.050781011431592034,0.07905340759145096,0.794392523364486,0.21100917431192664,0.6761137236601212,0.044911087890272566,0.04880425651331277,0.0,0.0,0.9698712886480256,0.045975046699527095,0.7563870124770369,0.7428571428571429,0.26,0.2422568023655207,0.09430440624825268,0.032493258258908066,2
shhs2-200078,815,0.9889329057410552,0.9694261234050422,0.9814285535988416,5.962981767580246e-16,2.7755575615628914e-17,0.24245425391435585,0.24046495287846156,0.2392185300080783,0.004854610292652714,0.046593336746764434,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9302325581395351,0.1764705882352941,0.8461677730838864,0.03841545021146787,0.20612251036117404,0.7500000000000001,0.2566371681415929,0.385593493835926,0.15362821627665493,0.03791209793388305,0.5585585585585586,0.6759259259259258,0.5852558037988501,0.313077611825597,0.10913998301623,0.8983050847457628,0.08547008547008547,0.6114503431570447,0.01375380935059994,0.0586011592320947,0.8823529411764706,0.05982905982905984,0.41759642970991373,0.016621374971935245,0.07325295283351499,0.7837837837837838,0.2589285714285714,0.5587648652717144,0.030492705069731525,0.12987342476342886,0.7037037037037037,0.390909090909091,0.4593457390067559,0.03452116577101432,0.2560801949934817,0.6623376623376622,0.045871559633027525,0.9795939086294416,0.02049021136241021,0.8008313697477758,0.0,1.0,0.09230114606603176,0.9921184489510028,0.0003032556158495195,2
shhs2-200078,502,0.9688109161793376,0.9595635825679592,0.9671172239348668,0.010162935319789785,0.002677994274630252,0.2474847513047853,0.2453527623760864,0.24460741512633524,0.0044548959317780535,0.07539416303254037,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7674418604651163,0.4313725490196078,0.8245021122510559,0.194874175056861,0.11173670694802526,0.8189655172413794,0.2389380530973451,0.3752017039953528,0.1300995799065429,0.0548652927654069,0.7567567567567568,0.4814814814814814,0.5689542245833636,0.19527454754850174,0.1920246654695744,0.7542372881355932,0.4444444444444444,0.6101130399677028,0.02561567032786787,0.3014576819282838,0.7899159663865547,0.3162393162393162,0.41429275219520667,0.02590751566732565,0.16927573994393408,0.6936936936936937,0.22321428571428573,0.5540606653620351,0.04025300263288623,0.14210241613587765,0.7222222222222222,0.3181818181818181,0.4555381059618347,0.04535952426019591,0.13478199989343242,0.7142857142857143,0.01834862385321101,0.9668310369833214,0.014123886163333555,0.7449315087307514,0.9238095238095236,0.10377358490566037,0.19780416659668215,0.03243130169516503,0.02287148409893737,2
shhs2-200077,832,0.97965282634959,0.9691215837639297,0.9711285540440516,0.010459303838486762,0.0006605320699719364,0.5177601684583841,0.3157372191418839,0.5183415307313964,0.019890526456759074,0.08310643042792902,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714286,0.5121951219512195,0.3107033639143731,0.4501697459508855,0.008087320633122057,0.5564516129032259,0.48,0.5384563303994583,0.39602561655669016,0.0048438128039847905,0.6583333333333333,0.4666666666666666,0.4256924451504021,0.2813799167050793,0.019021880373095046,0.3909090909090909,0.4537037037037037,0.6505199306759099,0.15852900056903133,0.12417572175803028,0.27522935779816504,0.4485981308411216,0.4572202535096088,0.1702587073004575,0.13633940859237262,0.2702702702702703,0.4128440366972477,0.7355261464756946,0.06946911085369388,0.15908071916906208,0.5420560747663551,0.2935779816513761,0.6747496141005851,0.06482573226543548,0.07118393105552884,0.0,0.0,0.976267557927594,0.0349493452223337,0.8549307221686893,0.0,1.0,0.3136704399510169,0.9971907552738716,0.00021887381546598084,2
shhs2-200078,535,0.9688109161793376,0.949701041730876,0.9614592563932952,5.962981767580246e-16,2.7755575615628914e-17,0.2474847513047853,0.2453527623760864,0.2441175164792209,0.004854610292652749,0.046593336746763685,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9844961240310078,0.02941176470588241,0.8560048280024138,0.007042335048247494,0.12757717516823788,0.8275862068965518,0.1327433628318584,0.3889498483185955,0.1270454997252073,0.02112586644957332,0.7927927927927928,0.34259259259259256,0.5995196856124009,0.1997431539280856,0.09377560689934833,0.7966101694915255,0.1623931623931624,0.611273718207509,0.03676777561006468,0.054848827518139666,0.7647058823529411,0.11965811965811965,0.41440867070449466,0.0349795484041122,0.057193511230595476,0.6126126126126127,0.25,0.5493752822519945,0.05870104190276889,0.10114025178302403,0.7407407407407407,0.29999999999999993,0.4548195448619177,0.054450716656237366,0.09901457360868507,0.7402597402597402,0.009174311926605505,0.9699347353154462,0.015577880158004528,0.771582156036565,0.7619047619047619,0.2735849056603773,0.19876715319885116,0.045849742360478535,0.02739909993486111,2
